frame,time_sec,r_elbow_angle,l_elbow_angle,r_shoulder_angle,l_shoulder_angle,shoulder_tilt,r_wrist_height,l_wrist_height,r_wrist_vis,r_elbow_vis
1535,51.167,105.2,146.15,16.62,10.6,-26.04,0.1297,0.0139,0.72,0.86
1536,51.2,106.4,168.61,21.86,18.22,-28.52,0.1722,-0.0033,0.74,0.86
1537,51.233,105.65,171.47,27.33,17.26,-29.78,0.2145,0.038,0.75,0.87
1538,51.267,108.66,179.37,29.64,21.62,-30.97,0.2547,0.0059,0.78,0.88
1539,51.3,117.22,173.23,29.34,22.82,-31.62,0.2889,0.0151,0.79,0.89
1540,51.333,128.16,164.12,30.42,26.27,-32.62,0.3315,0.0197,0.81,0.89
1541,51.367,139.02,165.52,29.74,32.08,-33.27,0.3584,-0.0147,0.83,0.9
1542,51.4,152.44,158.05,27.28,34.27,-33.83,0.3876,-0.0081,0.85,0.91
1543,51.433,167.98,167.5,24.5,33.1,-34.77,0.4173,-0.0213,0.86,0.91
1544,51.467,176.58,160.75,20.76,34.47,-35.92,0.4346,-0.0087,0.87,0.91
1545,51.5,172.36,119.18,18.66,37.51,-36.79,0.4687,0.0944,0.89,0.91
1546,51.533,167.12,113.75,18.58,36.51,-37.53,0.4991,0.1055,0.9,0.92
1547,51.567,160.95,109.16,17.08,37.32,-38.88,0.5292,0.1087,0.91,0.92
1548,51.6,157.53,108.3,15.21,33.59,-40.1,0.5536,0.1413,0.91,0.91
1549,51.633,161.47,115.21,15.6,27.1,-40.86,0.5738,0.1528,0.92,0.91
1550,51.667,158.62,117.62,13.85,23.01,-40.64,0.6027,0.173,0.93,0.9
1551,51.7,153.34,121.77,12.46,16.67,-41.2,0.6257,0.1683,0.93,0.89
1552,51.733,152.59,55.56,11.5,15.52,-41.3,0.6409,0.1749,0.94,0.88
1553,51.767,151.28,102.04,10.3,3.81,-42.14,0.6618,0.1614,0.94,0.86
1554,51.8,144.83,123.57,2.22,21.98,-41.08,0.6353,0.7617,0.86,0.79
1555,51.833,137.48,116.41,5.08,0.44,-40.69,0.6304,0.4991,0.78,0.72
1556,51.867,144.01,124.68,1.35,13.81,-41.64,0.7088,0.715,0.71,0.66
1557,51.9,149.48,109.41,20.57,3.82,-40.68,0.8197,0.561,0.64,0.6
1568,52.267,31.18,78.58,103.29,59.99,15.32,0.5983,0.729,0.58,0.57
1569,52.3,128.96,50.46,26.75,7.77,10.48,1.9986,1.658,0.54,0.54
1570,52.333,121.39,47.71,23.07,5.97,7.18,2.0199,1.5783,0.49,0.5
1571,52.367,53.97,36.29,24.31,4.76,7.13,1.5778,1.445,0.45,0.46
1572,52.4,7.92,30.26,36.24,9.9,11.23,0.7994,0.9672,0.4,0.42
1573,52.433,162.75,166.97,21.0,4.25,20.48,2.4553,2.4666,0.37,0.41
1574,52.467,158.09,26.04,23.55,0.2,26.29,2.2081,2.0112,0.34,0.37
1575,52.5,153.68,23.37,23.49,1.86,28.28,2.4715,2.1967,0.31,0.35
1576,52.533,151.63,177.66,22.0,2.81,28.98,2.5034,2.6397,0.29,0.32
1577,52.567,161.73,56.09,18.96,6.73,25.71,2.1729,2.2639,0.26,0.3
1578,52.6,27.82,17.31,8.31,3.54,22.8,1.8064,1.7658,0.23,0.27
1579,52.633,178.01,172.47,8.68,7.23,21.52,3.0539,3.0621,0.21,0.26
