frame,time_sec,r_elbow_angle,l_elbow_angle,r_shoulder_angle,l_shoulder_angle,shoulder_tilt,r_wrist_height,l_wrist_height,r_wrist_vis,r_elbow_vis
612,20.4,150.32,139.86,42.84,40.69,-12.43,0.3386,0.2411,0.99,1.0
613,20.433,149.48,139.5,45.15,41.66,-12.36,0.3254,0.237,0.99,1.0
614,20.467,151.59,137.5,47.84,41.77,-12.29,0.3171,0.2323,0.99,1.0
615,20.5,149.92,137.02,49.06,42.55,-12.21,0.3062,0.2291,0.99,1.0
616,20.533,150.0,136.63,51.82,43.69,-12.13,0.292,0.225,0.99,1.0
617,20.567,151.6,136.23,54.45,44.95,-12.01,0.2837,0.2195,0.99,1.0
618,20.6,153.49,135.93,56.73,46.71,-11.91,0.2773,0.2122,0.99,1.0
619,20.633,152.85,135.67,57.61,47.42,-11.85,0.2695,0.2095,0.99,1.0
620,20.667,153.11,137.28,58.62,49.39,-11.81,0.2644,0.2045,0.99,0.99
621,20.7,153.75,138.75,60.23,52.05,-11.8,0.2584,0.1979,0.99,0.99
622,20.733,156.67,141.27,64.48,54.83,-11.81,0.2461,0.1915,0.99,0.99
623,20.767,157.15,145.21,66.98,57.92,-11.79,0.2366,0.1895,0.99,0.99
624,20.8,156.25,147.37,68.24,60.33,-11.75,0.229,0.1871,0.99,0.99
625,20.833,155.2,149.36,69.4,63.0,-11.73,0.2195,0.1832,0.99,0.99
626,20.867,155.47,151.88,70.56,65.68,-11.71,0.215,0.1805,0.99,0.99
627,20.9,153.47,151.15,70.77,67.28,-11.68,0.2078,0.1744,0.99,0.99
628,20.933,153.07,149.29,71.72,68.24,-11.69,0.1995,0.1702,0.99,0.99
629,20.967,154.85,149.51,74.1,69.76,-11.64,0.1939,0.1644,0.99,0.99
630,21.0,155.1,149.16,75.18,70.52,-11.58,0.1881,0.1627,0.98,0.99
631,21.033,156.08,147.96,76.77,71.04,-11.51,0.178,0.1559,0.98,0.99
632,21.067,157.9,148.99,78.6,72.52,-11.48,0.1739,0.1518,0.98,0.99
633,21.1,158.39,149.01,79.72,73.57,-11.43,0.1692,0.1471,0.98,0.99
634,21.133,159.19,148.95,80.93,74.5,-11.34,0.1651,0.1427,0.98,0.99
635,21.167,160.36,149.11,81.72,75.72,-11.33,0.1643,0.1366,0.98,0.99
636,21.2,160.52,148.67,82.73,76.75,-11.33,0.1618,0.1326,0.98,0.99
637,21.233,160.36,149.45,83.17,78.08,-11.34,0.1576,0.1284,0.98,0.99
638,21.267,161.06,149.79,84.01,79.29,-11.38,0.1553,0.1243,0.98,0.99
639,21.3,161.86,150.18,84.84,80.4,-11.44,0.1527,0.1228,0.98,0.99
640,21.333,161.93,149.69,85.52,81.52,-11.49,0.149,0.1216,0.97,0.99
641,21.367,161.5,149.94,86.1,82.92,-11.5,0.1471,0.1192,0.97,0.99
642,21.4,161.41,149.37,86.9,83.81,-11.53,0.1425,0.114,0.96,0.99
643,21.433,161.64,149.28,87.78,84.58,-11.58,0.1381,0.113,0.96,0.98
644,21.467,162.0,149.02,88.64,85.08,-11.65,0.1346,0.1109,0.95,0.98
645,21.5,162.91,150.07,89.58,87.32,-11.71,0.132,0.1035,0.95,0.98
646,21.533,163.28,149.51,90.03,88.22,-11.8,0.1301,0.0997,0.94,0.98
647,21.567,163.12,149.24,90.89,89.09,-11.88,0.1236,0.0955,0.94,0.98
648,21.6,163.6,148.8,91.76,89.44,-12.04,0.1209,0.0934,0.94,0.98
649,21.633,164.16,148.41,92.75,89.76,-12.13,0.1203,0.0931,0.94,0.98
650,21.667,164.43,148.06,93.46,90.03,-12.04,0.1195,0.0946,0.94,0.98
651,21.7,164.92,149.1,94.33,90.82,-11.81,0.118,0.0932,0.93,0.98
652,21.733,164.74,149.5,94.71,91.15,-11.64,0.115,0.0919,0.93,0.97
653,21.767,164.57,149.51,94.88,91.56,-11.5,0.1155,0.0926,0.92,0.97
654,21.8,164.43,149.84,95.23,92.32,-11.38,0.1149,0.0911,0.91,0.97
655,21.833,164.73,149.98,95.59,92.76,-11.34,0.1156,0.0911,0.91,0.97
656,21.867,164.64,149.97,95.65,93.34,-11.38,0.1161,0.0909,0.9,0.97
657,21.9,164.84,150.13,95.97,94.03,-11.41,0.1164,0.0882,0.89,0.96
658,21.933,165.11,150.74,96.19,94.84,-11.5,0.1165,0.0879,0.88,0.96
659,21.967,165.08,151.16,96.35,95.55,-11.57,0.1166,0.0874,0.88,0.96
660,22.0,164.77,151.08,96.34,95.96,-11.64,0.1168,0.0864,0.88,0.96
661,22.033,164.74,151.21,96.29,96.14,-11.66,0.1184,0.0877,0.87,0.95
662,22.067,164.88,151.7,96.3,96.44,-11.65,0.1201,0.0891,0.87,0.95
663,22.1,164.87,152.21,96.34,96.66,-11.65,0.1209,0.0909,0.86,0.95
664,22.133,164.99,152.31,96.55,96.44,-11.68,0.1219,0.0944,0.86,0.94
665,22.167,165.37,152.38,96.74,96.37,-11.8,0.1237,0.0959,0.86,0.94
666,22.2,165.63,152.08,96.94,96.17,-11.83,0.1254,0.1001,0.85,0.94
667,22.233,165.76,151.83,96.98,95.97,-11.76,0.127,0.1042,0.85,0.94
668,22.267,166.11,151.98,97.07,96.1,-11.78,0.1296,0.1069,0.83,0.93
669,22.3,166.31,152.17,96.99,96.29,-11.79,0.1319,0.1081,0.81,0.92
670,22.333,166.28,152.03,96.72,96.33,-11.91,0.1338,0.1092,0.79,0.91
671,22.367,166.14,152.18,96.45,96.32,-12.02,0.1352,0.1104,0.77,0.91
672,22.4,165.72,151.92,96.03,95.97,-12.14,0.1374,0.1146,0.76,0.9
673,22.433,165.64,152.0,95.78,95.81,-12.19,0.1402,0.1165,0.76,0.9
674,22.467,165.66,151.65,95.45,95.33,-12.22,0.1437,0.1207,0.75,0.89
675,22.5,165.61,151.02,95.04,94.5,-12.28,0.1464,0.1272,0.74,0.89
676,22.533,165.53,151.11,94.72,94.45,-12.38,0.1481,0.1272,0.74,0.89
677,22.567,165.6,150.87,94.66,94.15,-12.42,0.1504,0.1283,0.73,0.88
678,22.6,165.69,150.17,94.38,93.1,-12.43,0.1544,0.1365,0.72,0.88
679,22.633,165.51,149.76,93.95,92.63,-12.43,0.1568,0.138,0.71,0.87
680,22.667,165.18,149.42,93.31,92.04,-12.41,0.1645,0.1435,0.7,0.87
681,22.7,165.04,148.31,92.72,90.83,-12.46,0.1692,0.1501,0.7,0.86
682,22.733,164.8,147.91,92.13,90.46,-12.58,0.1739,0.1517,0.69,0.86
683,22.767,164.51,146.84,91.38,89.28,-12.73,0.1807,0.1579,0.68,0.86
684,22.8,164.24,147.32,90.93,89.51,-12.78,0.187,0.1596,0.67,0.85
685,22.833,164.0,146.26,90.38,88.43,-12.84,0.1879,0.1641,0.66,0.85
686,22.867,162.93,144.64,89.05,86.76,-13.0,0.1949,0.1681,0.66,0.84
687,22.9,162.42,143.97,88.05,86.02,-13.19,0.196,0.1713,0.65,0.84
688,22.933,162.04,143.8,87.07,85.38,-13.3,0.2017,0.1746,0.65,0.84
689,22.967,161.62,144.63,86.08,86.04,-13.48,0.2114,0.1744,0.66,0.84
690,23.0,161.98,144.86,85.58,85.75,-13.49,0.2179,0.1783,0.66,0.84
691,23.033,161.41,145.76,84.6,85.62,-13.41,0.2246,0.183,0.67,0.85
692,23.067,161.48,146.07,83.32,84.89,-13.48,0.2302,0.19,0.68,0.85
693,23.1,161.14,146.03,81.84,84.15,-13.69,0.2385,0.1935,0.67,0.85
694,23.133,160.28,145.39,80.29,82.83,-13.78,0.2413,0.1987,0.66,0.84
695,23.167,159.29,145.73,78.82,81.96,-13.75,0.2432,0.2039,0.66,0.84
696,23.2,158.53,146.24,77.3,81.12,-13.77,0.2529,0.2082,0.66,0.84
697,23.233,158.39,148.0,76.26,81.49,-13.85,0.2566,0.211,0.65,0.84
698,23.267,157.4,148.71,74.12,80.56,-13.99,0.2643,0.2149,0.64,0.83
699,23.3,157.54,148.58,73.44,78.78,-14.05,0.2682,0.2215,0.64,0.83
700,23.333,157.56,150.88,72.64,78.67,-13.97,0.2762,0.2262,0.64,0.83
701,23.367,157.32,151.77,71.75,78.0,-14.02,0.2802,0.2342,0.64,0.83
702,23.4,156.5,152.17,70.95,77.52,-14.1,0.2869,0.2357,0.64,0.83
703,23.433,155.4,152.08,68.78,76.85,-14.32,0.2996,0.24,0.64,0.83
704,23.467,155.39,151.25,68.08,76.04,-14.55,0.3019,0.2414,0.65,0.83
705,23.5,155.87,150.84,67.1,74.37,-14.76,0.3043,0.2459,0.65,0.83
706,23.533,154.89,150.81,65.2,72.51,-14.8,0.3107,0.254,0.67,0.84
707,23.567,154.28,148.96,63.67,69.54,-14.92,0.3133,0.2592,0.69,0.85
708,23.6,152.42,147.66,61.11,67.2,-15.1,0.3218,0.2644,0.71,0.86
709,23.633,151.5,147.02,58.77,64.67,-15.19,0.3327,0.2705,0.74,0.87
710,23.667,149.74,145.16,55.33,61.29,-15.2,0.346,0.2751,0.76,0.88
711,23.7,148.83,142.31,52.63,57.73,-15.23,0.3557,0.2817,0.78,0.89
712,23.733,150.1,143.52,51.25,55.78,-15.42,0.3646,0.2885,0.8,0.9
713,23.767,151.7,143.91,50.53,53.04,-15.59,0.3712,0.3005,0.82,0.91
714,23.8,153.41,143.13,50.12,50.31,-15.69,0.3768,0.3067,0.84,0.91
715,23.833,153.05,144.87,48.74,48.72,-15.66,0.3812,0.3141,0.85,0.92
716,23.867,152.55,145.39,46.52,46.29,-15.72,0.3907,0.3222,0.86,0.92
717,23.9,150.98,147.4,43.51,44.73,-15.83,0.3975,0.3311,0.87,0.93
718,23.933,149.3,149.43,40.72,42.16,-15.99,0.4042,0.3434,0.88,0.93
719,23.967,148.57,151.25,37.98,39.95,-16.18,0.4118,0.3522,0.89,0.94
720,24.0,146.68,150.89,34.15,36.71,-16.34,0.4235,0.3605,0.9,0.94
721,24.033,144.79,150.77,30.69,33.85,-16.33,0.4308,0.3683,0.91,0.94
722,24.067,141.91,149.03,24.34,30.49,-16.35,0.4519,0.3737,0.91,0.95
723,24.1,141.77,147.74,21.48,26.79,-16.37,0.462,0.381,0.92,0.95
724,24.133,143.99,148.8,19.8,24.45,-16.39,0.4743,0.3881,0.92,0.95
725,24.167,144.09,149.0,17.02,21.74,-16.4,0.4845,0.3954,0.93,0.95
726,24.2,144.56,148.12,15.13,18.67,-16.48,0.4925,0.4023,0.93,0.95
727,24.233,143.83,149.75,12.8,17.55,-16.63,0.5,0.4075,0.93,0.95
728,24.267,143.67,150.71,9.46,15.61,-16.65,0.5124,0.414,0.94,0.95
729,24.3,143.38,151.77,6.64,13.82,-16.72,0.5203,0.4213,0.94,0.95
730,24.333,145.32,152.84,3.88,11.88,-16.87,0.534,0.4292,0.94,0.95
731,24.367,147.87,154.47,2.44,11.28,-16.93,0.5428,0.434,0.95,0.95
732,24.4,150.54,153.23,0.88,9.76,-17.0,0.5543,0.4368,0.95,0.95
733,24.433,152.9,155.31,1.95,8.65,-16.97,0.5663,0.4429,0.95,0.96
734,24.467,153.59,155.66,4.12,8.01,-16.94,0.575,0.4454,0.96,0.96
735,24.5,154.05,155.68,6.54,7.56,-16.98,0.5842,0.447,0.96,0.96
736,24.533,154.53,155.78,9.6,6.73,-17.0,0.5946,0.449,0.96,0.96
737,24.567,157.79,154.99,13.1,5.31,-17.13,0.6092,0.4507,0.96,0.96
738,24.6,157.52,154.89,16.81,4.24,-17.22,0.6193,0.452,0.96,0.95
739,24.633,157.8,154.42,20.15,3.36,-17.37,0.6293,0.4529,0.96,0.95
740,24.667,162.79,154.37,22.19,2.51,-17.46,0.6424,0.4537,0.96,0.95
741,24.7,165.78,153.94,23.53,1.77,-17.51,0.651,0.454,0.96,0.95
742,24.733,169.34,154.15,25.06,1.15,-17.47,0.6612,0.4556,0.96,0.95
743,24.767,171.15,154.87,27.18,0.74,-17.45,0.6708,0.4572,0.96,0.95
744,24.8,173.32,153.07,28.78,1.51,-17.48,0.6793,0.4571,0.96,0.95
745,24.833,173.87,152.1,31.17,2.21,-17.58,0.6881,0.4564,0.96,0.95
746,24.867,174.87,151.35,33.22,2.92,-17.64,0.6966,0.4558,0.96,0.95
747,24.9,176.13,150.15,34.68,4.2,-17.65,0.703,0.4555,0.96,0.95
748,24.933,176.67,149.85,36.35,4.75,-17.67,0.7077,0.4553,0.97,0.95
749,24.967,178.03,147.91,37.63,5.85,-17.69,0.7127,0.4539,0.97,0.95
750,25.0,179.08,143.57,39.26,6.6,-17.67,0.7188,0.4499,0.97,0.95
751,25.033,178.29,139.16,41.38,8.13,-17.66,0.7256,0.4466,0.97,0.95
752,25.067,176.77,135.54,42.37,8.89,-17.66,0.7297,0.443,0.97,0.95
753,25.1,175.86,127.63,43.53,9.67,-17.66,0.7325,0.4361,0.97,0.95
754,25.133,175.13,119.74,44.88,10.48,-17.66,0.7355,0.4293,0.97,0.95
755,25.167,173.97,114.73,46.36,10.05,-17.56,0.7395,0.4217,0.97,0.95
756,25.2,172.53,112.15,47.75,8.02,-17.5,0.7435,0.4129,0.97,0.95
757,25.233,172.06,118.94,49.03,2.47,-17.32,0.7459,0.4036,0.98,0.95
758,25.267,171.81,121.41,50.21,7.72,-17.13,0.7487,0.3984,0.98,0.95
759,25.3,171.8,120.74,51.38,10.41,-16.92,0.7498,0.3929,0.98,0.95
760,25.333,172.22,119.74,52.35,13.41,-16.76,0.7514,0.3927,0.98,0.95
761,25.367,173.22,128.99,53.32,22.96,-16.58,0.7516,0.3928,0.98,0.95
762,25.4,173.92,122.84,54.05,23.87,-16.39,0.7518,0.3928,0.97,0.94
763,25.433,174.76,161.5,55.24,73.54,-16.24,0.7518,0.3901,0.97,0.93
764,25.467,174.91,152.99,56.14,126.21,-16.17,0.7511,0.3863,0.97,0.93
765,25.5,174.59,152.96,56.58,138.06,-16.15,0.7508,0.3788,0.97,0.92
766,25.533,174.15,139.51,56.88,159.85,-16.04,0.7503,0.3767,0.97,0.92
767,25.567,173.44,138.01,57.39,169.88,-15.86,0.75,0.3788,0.96,0.91
768,25.6,172.59,140.57,57.71,172.8,-15.72,0.7498,0.3804,0.95,0.89
769,25.633,171.39,139.55,57.96,178.63,-15.66,0.7492,0.3812,0.95,0.88
770,25.667,171.17,143.84,58.26,177.81,-15.66,0.747,0.3816,0.94,0.86
771,25.7,170.62,140.42,58.34,171.99,-15.61,0.7445,0.3829,0.94,0.85
772,25.733,170.19,144.22,58.77,170.77,-15.47,0.7431,0.3834,0.94,0.84
773,25.767,169.95,147.17,59.07,170.78,-15.42,0.7415,0.3839,0.94,0.83
774,25.8,170.04,150.08,59.47,171.31,-15.37,0.7391,0.3842,0.94,0.82
775,25.833,170.07,151.89,59.55,172.32,-15.22,0.7323,0.3844,0.94,0.81
776,25.867,171.05,154.57,60.43,174.19,-15.04,0.729,0.3845,0.94,0.81
777,25.9,171.39,156.35,60.06,175.71,-14.89,0.7234,0.3846,0.94,0.8
778,25.933,171.8,157.55,60.13,176.48,-14.7,0.7208,0.3849,0.94,0.8
779,25.967,171.67,159.25,60.28,177.27,-14.54,0.7187,0.3852,0.94,0.78
780,26.0,171.23,160.57,59.9,177.41,-14.38,0.715,0.3853,0.94,0.78
781,26.033,169.55,161.22,58.7,177.94,-14.2,0.7111,0.3854,0.94,0.78
782,26.067,169.85,162.68,59.11,178.37,-13.94,0.7087,0.386,0.94,0.79
783,26.1,168.14,163.78,57.25,178.86,-13.21,0.7046,0.3866,0.94,0.78
784,26.133,162.92,164.07,52.85,179.1,-12.8,0.7002,0.387,0.94,0.77
785,26.167,158.67,164.6,49.06,179.13,-12.28,0.6972,0.3896,0.94,0.76
786,26.2,153.45,163.64,44.38,178.31,-11.68,0.695,0.3918,0.95,0.75
787,26.233,151.72,163.77,42.7,178.08,-11.04,0.6929,0.3935,0.95,0.75
788,26.267,151.05,164.66,42.31,178.08,-10.47,0.6915,0.3958,0.95,0.74
789,26.3,146.97,165.33,39.82,178.18,-10.1,0.6901,0.3969,0.95,0.73
790,26.333,143.32,165.43,36.76,178.12,-9.68,0.6881,0.398,0.95,0.72
791,26.367,139.73,164.77,34.4,177.81,-9.45,0.6844,0.3994,0.95,0.71
792,26.4,135.9,164.44,31.6,177.63,-9.06,0.6828,0.401,0.95,0.7
793,26.433,130.76,165.07,27.71,177.86,-8.77,0.6796,0.4041,0.95,0.69
794,26.467,127.12,164.41,25.36,177.67,-8.53,0.6765,0.4059,0.95,0.67
795,26.5,122.47,164.77,22.19,177.66,-8.38,0.6735,0.4074,0.96,0.65
796,26.533,117.59,164.43,19.69,177.39,-8.33,0.6713,0.4086,0.96,0.64
797,26.567,115.5,164.57,17.73,177.29,-8.22,0.6687,0.4105,0.95,0.61
798,26.6,110.84,164.43,14.33,177.49,-8.23,0.666,0.4111,0.96,0.6
799,26.633,106.78,164.25,11.2,177.48,-8.22,0.6634,0.4116,0.96,0.59
800,26.667,105.38,163.8,10.53,177.35,-8.1,0.6631,0.4125,0.96,0.57
801,26.7,103.88,163.81,9.73,177.1,-8.04,0.6621,0.4136,0.96,0.57
802,26.733,102.78,163.91,9.41,177.0,-8.02,0.6581,0.4141,0.96,0.56
803,26.767,100.23,164.08,8.14,176.72,-8.06,0.6557,0.4147,0.96,0.55
804,26.8,98.81,164.78,7.46,176.84,-8.14,0.652,0.4157,0.96,0.54
805,26.833,96.34,166.93,6.34,177.91,-8.2,0.6485,0.4156,0.95,0.52
806,26.867,94.31,168.76,5.37,179.06,-8.21,0.6435,0.4155,0.96,0.52
807,26.9,92.69,170.4,3.99,179.25,-8.29,0.638,0.4131,0.95,0.53
808,26.933,90.51,173.24,2.41,177.38,-8.3,0.6338,0.4108,0.95,0.55
809,26.967,90.52,175.95,2.62,174.11,-8.33,0.629,0.4029,0.95,0.55
810,27.0,87.6,178.33,2.8,170.76,-8.43,0.6302,0.3953,0.95,0.57
811,27.033,84.99,178.81,1.68,167.64,-8.55,0.625,0.3881,0.95,0.57
812,27.067,83.25,176.02,1.69,163.79,-8.63,0.6195,0.3798,0.95,0.58
813,27.1,80.29,175.18,1.86,161.17,-8.83,0.6203,0.3702,0.94,0.57
814,27.133,76.32,173.35,1.12,157.78,-9.16,0.6186,0.3612,0.94,0.57
815,27.167,71.38,171.16,0.78,154.83,-9.55,0.6171,0.3534,0.95,0.58
816,27.2,70.46,169.43,2.7,150.13,-9.72,0.6182,0.3389,0.95,0.59
817,27.233,68.6,167.72,4.74,145.39,-9.86,0.6189,0.3239,0.95,0.59
818,27.267,66.55,163.34,7.62,139.31,-10.27,0.6193,0.3075,0.95,0.61
819,27.3,64.88,160.92,8.54,137.53,-10.43,0.6196,0.3049,0.95,0.62
820,27.333,63.89,160.98,8.89,134.9,-10.51,0.6137,0.2936,0.95,0.63
821,27.367,59.67,158.05,9.62,131.16,-10.64,0.6095,0.2829,0.95,0.64
822,27.4,55.1,154.63,12.68,127.74,-10.98,0.6088,0.2721,0.95,0.66
823,27.433,50.56,150.75,21.0,123.87,-11.66,0.609,0.2581,0.95,0.67
824,27.467,48.5,145.99,26.67,120.22,-12.13,0.609,0.244,0.96,0.68
825,27.5,47.17,147.03,36.8,119.84,-13.25,0.6084,0.2223,0.96,0.69
826,27.533,46.05,146.35,44.89,119.2,-14.08,0.6081,0.2083,0.96,0.7
827,27.567,33.55,146.2,53.31,117.87,-15.02,0.5946,0.1911,0.96,0.71
828,27.6,26.3,145.89,56.86,116.1,-15.75,0.5835,0.1765,0.96,0.72
829,27.633,20.85,143.03,62.45,113.47,-16.2,0.5747,0.1666,0.97,0.73
830,27.667,17.94,139.57,67.27,110.7,-16.65,0.5729,0.157,0.97,0.75
831,27.7,13.7,136.91,74.57,109.27,-17.35,0.575,0.1492,0.97,0.76
832,27.733,13.12,134.96,82.41,106.1,-17.78,0.573,0.1412,0.97,0.77
833,27.767,9.65,133.2,87.9,103.0,-18.25,0.5704,0.1336,0.96,0.78
834,27.8,6.61,129.85,92.35,99.52,-18.69,0.5675,0.1291,0.94,0.79
835,27.833,7.13,125.69,97.55,96.37,-19.09,0.5689,0.1195,0.91,0.78
836,27.867,8.5,122.65,101.71,94.63,-19.4,0.5673,0.1187,0.87,0.78
837,27.9,6.95,120.29,104.19,93.72,-19.61,0.5678,0.1182,0.83,0.77
838,27.933,6.9,118.24,107.01,93.01,-19.96,0.5761,0.1181,0.8,0.76
839,27.967,13.42,115.77,107.31,91.27,-20.15,0.6359,0.1189,0.79,0.74
840,28.0,154.91,113.9,108.36,89.57,-20.0,0.634,0.12,0.8,0.73
841,28.033,154.84,111.48,111.08,88.27,-20.05,0.6261,0.1221,0.82,0.73
842,28.067,141.71,113.37,119.78,84.06,-19.66,0.6163,0.1232,0.8,0.74
843,28.1,151.87,113.61,128.09,79.42,-18.74,0.5892,0.1246,0.81,0.75
844,28.133,151.76,110.27,130.81,73.45,-16.96,0.5676,0.1302,0.81,0.76
845,28.167,72.84,106.22,144.37,66.33,-15.64,0.5478,0.1416,0.82,0.77
846,28.2,47.21,103.89,155.67,60.09,-14.03,0.504,0.1537,0.81,0.78
847,28.233,61.18,94.72,168.91,48.22,-12.63,0.4913,0.1636,0.81,0.79
848,28.267,72.89,87.42,178.42,36.67,-11.48,0.4727,0.1759,0.82,0.8
849,28.3,144.83,78.56,173.47,23.85,-9.21,0.3856,0.1885,0.81,0.79
850,28.333,126.81,84.11,168.98,20.47,-5.21,0.3602,0.2058,0.77,0.77
851,28.367,102.58,88.32,166.77,14.63,-1.13,0.3673,0.2242,0.78,0.78
852,28.4,110.21,91.95,163.5,13.5,0.97,0.3194,0.2416,0.78,0.78
853,28.433,123.44,89.45,160.38,8.58,1.65,0.2684,0.255,0.8,0.79
854,28.467,139.54,86.81,160.22,1.32,3.64,0.2172,0.272,0.81,0.8
855,28.5,155.15,90.42,157.67,0.7,4.67,0.1629,0.2857,0.81,0.8
856,28.533,169.96,94.17,154.46,1.35,5.65,0.1043,0.298,0.82,0.82
857,28.567,177.0,99.26,151.67,6.98,5.81,0.0629,0.3253,0.83,0.83
858,28.6,179.11,106.47,151.33,8.15,6.62,0.0288,0.3428,0.81,0.83
859,28.633,177.81,117.6,148.51,9.28,5.42,0.0035,0.3647,0.78,0.84
860,28.667,179.4,168.89,141.51,23.44,4.89,0.0051,0.4777,0.75,0.84
861,28.7,178.87,160.34,137.93,32.53,4.47,0.0072,0.4944,0.71,0.85
862,28.733,179.4,158.99,134.04,38.52,5.34,0.0038,0.5002,0.68,0.85
863,28.767,172.93,139.75,132.16,43.92,6.53,-0.0028,0.5047,0.62,0.83
864,28.8,174.33,134.19,128.47,46.88,7.79,-0.0211,0.5048,0.57,0.82
865,28.833,174.51,126.58,125.85,51.72,8.95,-0.0253,0.5103,0.52,0.8
866,28.867,171.38,118.94,124.63,53.96,10.18,-0.028,0.5134,0.48,0.78
867,28.9,169.38,126.49,122.59,56.49,11.56,-0.0074,0.5356,0.45,0.78
868,28.933,173.14,131.76,117.98,59.8,12.95,-0.0045,0.5526,0.43,0.77
869,28.967,173.32,142.18,113.12,61.27,12.4,0.0012,0.5722,0.42,0.78
870,29.0,177.82,149.88,105.43,64.37,12.66,0.0048,0.5916,0.42,0.79
871,29.033,178.52,155.05,101.06,66.71,13.3,0.0157,0.606,0.43,0.8
872,29.067,178.69,163.04,94.68,69.39,14.04,0.0434,0.6278,0.47,0.82
873,29.1,177.07,169.28,86.47,69.95,14.21,0.0766,0.64,0.5,0.83
874,29.133,178.86,172.68,79.22,69.63,13.43,0.111,0.6494,0.53,0.85
875,29.167,177.08,175.89,72.53,70.47,13.26,0.1427,0.6582,0.56,0.86
876,29.2,173.37,177.77,66.29,71.08,13.62,0.1706,0.6639,0.59,0.87
877,29.233,167.81,179.23,61.4,71.89,13.45,0.1933,0.667,0.62,0.89
878,29.267,160.31,179.38,55.19,71.62,12.97,0.2266,0.6656,0.62,0.9
879,29.3,153.89,177.38,49.26,72.23,13.04,0.2555,0.6657,0.58,0.9
880,29.333,155.37,177.24,41.63,71.68,13.07,0.2734,0.6609,0.52,0.88
881,29.367,159.49,176.68,35.28,71.01,12.93,0.2782,0.6581,0.47,0.82
882,29.4,163.83,176.81,29.77,72.5,13.25,0.2745,0.6558,0.42,0.76
883,29.433,169.4,177.07,22.67,71.89,13.14,0.2805,0.654,0.38,0.71
884,29.467,176.63,177.31,15.55,72.73,13.52,0.2845,0.651,0.34,0.67
885,29.5,177.83,178.1,9.75,74.38,14.21,0.2888,0.6457,0.31,0.62
886,29.533,173.46,179.24,9.01,76.11,14.55,0.2902,0.639,0.28,0.59
887,29.567,172.28,179.35,8.05,76.82,14.51,0.2878,0.6274,0.25,0.56
888,29.6,166.49,178.62,7.89,77.53,14.86,0.2896,0.6212,0.23,0.54
889,29.633,163.88,178.36,7.66,77.08,14.71,0.2937,0.6119,0.2,0.52
890,29.667,163.2,179.17,3.04,75.77,15.22,0.3314,0.603,0.18,0.51
891,29.7,165.36,179.37,1.85,75.06,15.46,0.332,0.5966,0.17,0.49
892,29.733,161.66,179.06,2.6,73.42,15.59,0.3379,0.5905,0.15,0.49
893,29.767,155.74,179.07,4.36,72.32,15.78,0.3356,0.5824,0.14,0.49
894,29.8,155.86,178.73,3.76,70.2,15.88,0.3388,0.5757,0.13,0.49
895,29.833,153.09,179.22,5.27,68.36,16.01,0.3354,0.5702,0.12,0.51
896,29.867,151.14,179.47,7.16,65.48,15.93,0.3323,0.5657,0.11,0.53
897,29.9,144.32,179.02,9.52,63.16,15.98,0.3305,0.5621,0.1,0.54
898,29.933,143.23,178.53,11.24,60.82,15.9,0.32,0.5593,0.09,0.56
899,29.967,143.87,177.46,11.78,59.38,15.7,0.3062,0.554,0.08,0.6
900,30.0,142.72,175.89,13.66,58.64,15.65,0.2881,0.5501,0.08,0.63
901,30.033,140.24,174.73,15.47,56.42,15.45,0.2818,0.5457,0.07,0.64
902,30.067,136.62,173.62,16.97,55.15,15.42,0.2774,0.5389,0.06,0.67
903,30.1,134.33,173.8,18.86,51.78,15.53,0.2747,0.5348,0.06,0.7
904,30.133,128.92,173.85,20.43,50.41,15.62,0.2736,0.5281,0.06,0.72
905,30.167,125.5,171.88,20.74,49.62,15.57,0.2742,0.5226,0.05,0.74
906,30.2,126.07,170.43,20.94,48.05,15.21,0.2738,0.519,0.05,0.74
907,30.233,128.44,169.79,20.22,47.07,15.3,0.2735,0.5171,0.04,0.76
908,30.267,131.78,168.32,20.16,46.29,15.44,0.2743,0.515,0.04,0.77
909,30.3,129.38,165.66,20.66,44.87,15.59,0.2749,0.5121,0.04,0.78
910,30.333,130.21,164.0,21.49,43.45,15.74,0.2739,0.5114,0.04,0.79
911,30.367,128.62,162.59,22.53,42.66,15.82,0.2713,0.509,0.04,0.8
912,30.4,126.62,160.92,23.54,41.79,15.79,0.2712,0.508,0.04,0.82
913,30.433,123.73,159.77,24.66,40.88,15.67,0.2705,0.5053,0.04,0.83
914,30.467,122.48,157.94,25.33,40.16,15.41,0.2708,0.5044,0.05,0.84
915,30.5,121.74,156.98,25.82,39.36,15.15,0.2711,0.5025,0.05,0.85
916,30.533,123.85,156.85,25.77,38.21,15.12,0.2722,0.4991,0.06,0.86
917,30.567,125.36,156.98,25.89,36.71,14.86,0.2732,0.4968,0.06,0.86
918,30.6,127.87,156.8,26.0,35.45,14.7,0.273,0.4948,0.06,0.82
919,30.633,130.2,155.48,26.46,34.92,14.5,0.273,0.4926,0.08,0.8
920,30.667,132.9,152.63,26.85,33.97,14.2,0.2707,0.4896,0.13,0.8
921,30.7,134.95,150.73,26.5,32.67,13.8,0.2691,0.4862,0.16,0.79
922,30.733,134.04,149.0,26.37,31.92,13.59,0.2581,0.4818,0.18,0.77
923,30.767,138.32,148.67,25.97,31.05,13.91,0.2594,0.4774,0.19,0.76
